School Year,Gender Description,Geo Code,Geography,Grade Code,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI ,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI
2013-2014,Total,288,Sudbury,15,Total,Asthma,292,2901,10.1,8.9,11.2,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,289,Sunderland,15,Total,Asthma,21,219,9.6,5.5,13.7,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,290,Sutton,15,Total,Asthma,129,1125,11.5,9.5,13.4,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,291,Swampscott,15,Total,Asthma,151,1586,9.5,8,11,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,292,Swansea,15,Total,Asthma,254,1547,16.4,14.4,18.4,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,293,Taunton,15,Total,Asthma,769,6070,12.7,11.8,13.6,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,294,Templeton,15,Total,Asthma,124,772,16.1,13.2,18.9,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,295,Tewksbury,15,Total,Asthma,375,2925,12.8,11.5,14.1,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,296,Tisbury,15,Total,Asthma,43,375,11.5,8,14.9,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,297,Tolland,15,Total,Asthma,NS,46,NS,NS,NS,NS,        ,85364,689300,12.4,12.3,12.5
2013-2014,Total,298,Topsfield,15,Total,Asthma,77,794,9.7,7.5,11.9,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,299,Townsend,15,Total,Asthma,145,945,15.3,12.8,17.8,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,300,Truro,15,Total,Asthma,6,122,4.9,1,8.9,Statistically significantly lower,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,301,Tyngsborough,15,Total,Asthma,202,1361,14.8,12.8,16.9,Statistically significantly higher,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,302,Tyringham,15,Total,Asthma,0,23,0,0,27.8,Not statistically significantly different,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,303,Upton,15,Total,Asthma,101,993,10.2,8.2,12.2,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,304,Uxbridge,15,Total,Asthma,149,1512,9.9,8.3,11.4,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,305,Wakefield,15,Total,Asthma,249,2504,9.9,8.7,11.2,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,306,Wales,15,Total,Asthma,12,175,6.9,3,10.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,307,Walpole,15,Total,Asthma,408,3067,13.3,12,14.6,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,308,Waltham,15,Total,Asthma,457,4064,11.2,10.2,12.3,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,309,Ware,15,Total,Asthma,151,1106,13.7,11.5,15.8,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,310,Wareham,15,Total,Asthma,224,2138,10.5,9.1,11.8,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,311,Warren,15,Total,Asthma,71,572,12.4,9.5,15.3,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,312,Warwick,15,Total,Asthma,8,56,14.3,4.4,24.2,Not statistically significantly different,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,313,Washington,15,Total,Asthma,NS,40,NS,NS,NS,NS,        ,85364,689300,12.4,12.3,12.5
2013-2014,Total,314,Watertown,15,Total,Asthma,155,2096,7.4,6.2,8.6,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,315,Wayland,15,Total,Asthma,174,1719,10.1,8.6,11.6,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,316,Webster,15,Total,Asthma,106,1631,6.5,5.3,7.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,317,Wellesley,15,Total,Asthma,434,4100,10.6,9.6,11.6,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,318,Wellfleet,15,Total,Asthma,7,195,3.6,.9,6.2,Statistically significantly lower,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,319,Wendell,15,Total,Asthma,NS,58,NS,NS,NS,NS,        ,85364,689300,12.4,12.3,12.5
2013-2014,Total,320,Wenham,15,Total,Asthma,39,479,8.1,5.6,10.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,321,West Boylston,15,Total,Asthma,52,614,8.5,6.2,10.8,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,322,West Bridgewater,15,Total,Asthma,77,753,10.2,7.9,12.5,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,323,West Brookfield,15,Total,Asthma,29,361,8,5.1,11,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,324,West Newbury,15,Total,Asthma,58,545,10.6,7.9,13.4,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,325,West Springfield,15,Total,Asthma,294,2827,10.4,9.2,11.6,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,326,West Stockbridge,15,Total,Asthma,NS,112,NS,NS,NS,NS,        ,85364,689300,12.4,12.3,12.5
2013-2014,Total,327,West Tisbury,15,Total,Asthma,11,239,4.6,1.9,7.3,Statistically significantly lower,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,328,Westborough,15,Total,Asthma,282,2507,11.2,9.9,12.6,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,329,Westfield,15,Total,Asthma,448,4039,11.1,10.1,12.1,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,330,Westford,15,Total,Asthma,462,3398,13.6,12.4,14.8,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,331,Westhampton,15,Total,Asthma,28,158,17.7,11.2,24.3,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,332,Westminster,15,Total,Asthma,90,844,10.7,8.5,12.9,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,333,Weston,15,Total,Asthma,136,1680,8.1,6.7,9.5,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,334,Westport,15,Total,Asthma,184,1406,13.1,11.2,15,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,335,Westwood,15,Total,Asthma,246,2389,10.3,9,11.6,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,336,Weymouth,15,Total,Asthma,650,5317,12.2,11.3,13.2,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,337,Whately,15,Total,Asthma,8,118,6.8,2.1,11.5,Statistically significantly lower,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,338,Whitman,15,Total,Asthma,240,1791,13.4,11.7,15.1,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,339,Wilbraham,15,Total,Asthma,203,1574,12.9,11.1,14.7,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,340,Williamsburg,15,Total,Asthma,24,232,10.3,6.2,14.5,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,341,Williamstown,15,Total,Asthma,33,504,6.5,4.3,8.8,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,342,Wilmington,15,Total,Asthma,359,2636,13.6,12.2,15,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,343,Winchendon,15,Total,Asthma,128,1094,11.7,9.7,13.7,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,344,Winchester,15,Total,Asthma,349,3411,10.2,9.2,11.3,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,345,Windsor,15,Total,Asthma,NS,63,NS,NS,NS,NS,        ,85364,689300,12.4,12.3,12.5
2013-2014,Total,346,Winthrop,15,Total,Asthma,143,1500,9.5,8,11.1,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,347,Woburn,15,Total,Asthma,388,3623,10.7,9.6,11.8,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,348,Worcester,15,Total,Asthma,2414,19136,12.6,12.1,13.1,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,349,Worthington,15,Total,Asthma,11,87,12.6,5.2,20.1,Not statistically significantly different,Unstable,85364,689300,12.4,12.3,12.5
2013-2014,Total,350,Wrentham,15,Total,Asthma,172,1404,12.3,10.4,14.1,Not statistically significantly different,Stable  ,85364,689300,12.4,12.3,12.5
2013-2014,Total,351,Yarmouth,15,Total,Asthma,65,1726,3.8,2.9,4.7,Statistically significantly lower,Stable  ,85364,689300,12.4,12.3,12.5
2014-2015,Total,1,Abington,15,Total,Asthma,146,1569,9.3,7.8,10.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,2,Acton,15,Total,Asthma,388,3195,12.1,10.9,13.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,3,Acushnet,15,Total,Asthma,117,992,11.8,9.7,13.9,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,4,Adams,15,Total,Asthma,92,791,11.6,9.3,14,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,5,Agawam,15,Total,Asthma,382,2706,14.1,12.7,15.5,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,6,Alford,15,Total,Asthma,0,20,0,0,32,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,7,Amesbury,15,Total,Asthma,114,1740,6.6,5.3,7.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,8,Amherst,15,Total,Asthma,213,1700,12.5,10.8,14.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,9,Andover,15,Total,Asthma,519,4540,11.4,10.4,12.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,104,Aquinnah,15,Total,Asthma,0,35,0,0,18.3,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,10,Arlington,15,Total,Asthma,315,4514,7,6.2,7.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,11,Ashburnham,15,Total,Asthma,86,748,11.5,9.1,13.9,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,12,Ashby,15,Total,Asthma,38,290,13.1,8.9,17.3,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,13,Ashfield,15,Total,Asthma,17,123,13.8,7.3,20.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,14,Ashland,15,Total,Asthma,175,1938,9,7.7,10.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,15,Athol,15,Total,Asthma,211,1108,19,16.5,21.6,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,16,Attleboro,15,Total,Asthma,460,4650,9.9,9,10.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,17,Auburn,15,Total,Asthma,173,1728,10,8.5,11.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,18,Avon,15,Total,Asthma,55,435,12.6,9.3,16,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,19,Ayer,15,Total,Asthma,48,838,5.7,4.1,7.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,20,Barnstable,15,Total,Asthma,290,4020,7.2,6.4,8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,21,Barre,15,Total,Asthma,37,548,6.8,4.6,8.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,22,Becket,15,Total,Asthma,17,137,12.4,6.5,18.3,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,23,Bedford,15,Total,Asthma,125,1601,7.8,6.4,9.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,24,Belchertown,15,Total,Asthma,158,1697,9.3,7.9,10.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,25,Bellingham,15,Total,Asthma,107,1753,6.1,4.9,7.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,26,Belmont,15,Total,Asthma,376,3167,11.9,10.7,13.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,27,Berkley,15,Total,Asthma,62,736,8.4,6.3,10.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,28,Berlin,15,Total,Asthma,15,246,6.1,3,9.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,29,Bernardston,15,Total,Asthma,23,190,12.1,7.2,17.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,30,Beverly,15,Total,Asthma,404,3479,11.6,10.5,12.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,31,Billerica,15,Total,Asthma,297,3924,7.6,6.7,8.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,32,Blackstone,15,Total,Asthma,80,936,8.5,6.7,10.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,33,Blandford,15,Total,Asthma,9,84,10.7,3.7,17.7,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,34,Bolton,15,Total,Asthma,23,727,3.2,1.9,4.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,35,Boston,15,Total,Asthma,9134,51309,17.8,17.4,18.2,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,36,Bourne,15,Total,Asthma,130,1574,8.3,6.8,9.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,37,Boxborough,15,Total,Asthma,12,527,2.3,1,3.6,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,38,Boxford,15,Total,Asthma,95,1018,9.3,7.5,11.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,39,Boylston,15,Total,Asthma,52,465,11.2,8.1,14.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,40,Braintree,15,Total,Asthma,463,4250,10.9,9.9,11.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,41,Brewster,15,Total,Asthma,73,745,9.8,7.6,12,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,42,Bridgewater,15,Total,Asthma,189,2289,8.3,7.1,9.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,43,Brimfield,15,Total,Asthma,62,356,17.4,13.1,21.8,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,44,Brockton,15,Total,Asthma,2171,12975,16.7,16,17.4,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,45,Brookfield,15,Total,Asthma,45,316,14.2,10.1,18.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,46,Brookline,15,Total,Asthma,619,5708,10.8,10,11.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,47,Buckland,15,Total,Asthma,6,126,4.8,1,8.6,Statistically significantly lower,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,48,Burlington,15,Total,Asthma,134,2456,5.5,4.5,6.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,49,Cambridge,15,Total,Asthma,581,5461,10.6,9.8,11.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,50,Canton,15,Total,Asthma,271,2542,10.7,9.4,11.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,51,Carlisle,15,Total,Asthma,70,679,10.3,7.9,12.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,52,Carver,15,Total,Asthma,108,1181,9.1,7.4,10.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,53,Charlemont,15,Total,Asthma,12,103,11.7,5.1,18.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,54,Charlton,15,Total,Asthma,79,1528,5.2,4,6.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,55,Chatham,15,Total,Asthma,24,342,7,4.2,9.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,56,Chelmsford,15,Total,Asthma,493,3567,13.8,12.6,15,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,57,Chelsea,15,Total,Asthma,533,5124,10.4,9.5,11.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,58,Cheshire,15,Total,Asthma,24,277,8.7,5.2,12.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,59,Chester,15,Total,Asthma,17,129,13.2,6.9,19.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,60,Chesterfield,15,Total,Asthma,16,98,16.3,8.3,24.3,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,61,Chicopee,15,Total,Asthma,873,5581,15.6,14.6,16.7,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,62,Chilmark,15,Total,Asthma,NS,81,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,63,Clarksburg,15,Total,Asthma,16,158,10.1,5.2,15.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,64,Clinton,15,Total,Asthma,113,1418,8,6.5,9.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,65,Cohasset,15,Total,Asthma,78,1273,6.1,4.8,7.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,66,Colrain,15,Total,Asthma,8,136,5.9,1.8,10,Statistically significantly lower,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,67,Concord,15,Total,Asthma,251,2254,11.1,9.8,12.5,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,68,Conway,15,Total,Asthma,18,188,9.6,5.2,14,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,69,Cummington,15,Total,Asthma,NS,54,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,70,Dalton,15,Total,Asthma,69,707,9.8,7.5,12.1,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,71,Danvers,15,Total,Asthma,201,2632,7.6,6.6,8.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,72,Dartmouth,15,Total,Asthma,415,2790,14.9,13.4,16.3,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,73,Dedham,15,Total,Asthma,225,2321,9.7,8.4,11,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,74,Deerfield,15,Total,Asthma,43,472,9.1,6.4,11.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,75,Dennis,15,Total,Asthma,121,901,13.4,11,15.8,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,76,Dighton,15,Total,Asthma,36,834,4.3,2.9,5.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,77,Douglas,15,Total,Asthma,174,1053,16.5,14.1,19,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,78,Dover,15,Total,Asthma,86,738,11.7,9.2,14.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,79,Dracut,15,Total,Asthma,533,3252,16.4,15,17.8,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,80,Dudley,15,Total,Asthma,124,1273,9.7,8,11.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,81,Dunstable,15,Total,Asthma,43,376,11.4,8,14.9,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,82,Duxbury,15,Total,Asthma,207,2132,9.7,8.4,11,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,83,East Bridgewater,15,Total,Asthma,127,1606,7.9,6.5,9.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,84,East Brookfield,15,Total,Asthma,41,230,17.8,12.4,23.3,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,85,East Longmeadow,15,Total,Asthma,282,1786,15.8,13.9,17.6,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,86,Eastham,15,Total,Asthma,38,306,12.4,8.5,16.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,87,Easthampton,15,Total,Asthma,122,1295,9.4,7.7,11.1,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,88,Easton,15,Total,Asthma,343,2597,13.2,11.8,14.6,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,89,Edgartown,15,Total,Asthma,74,414,17.9,13.8,21.9,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,90,Egremont,15,Total,Asthma,NS,98,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,91,Erving,15,Total,Asthma,24,179,13.4,8,18.8,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,92,Essex,15,Total,Asthma,20,441,4.5,2.5,6.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,93,Everett,15,Total,Asthma,478,5073,9.4,8.6,10.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,94,Fairhaven,15,Total,Asthma,171,1401,12.2,10.4,14,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,95,Fall River,15,Total,Asthma,1748,9601,18.2,17.4,19.1,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,96,Falmouth,15,Total,Asthma,438,2606,16.8,15.2,18.4,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,97,Fitchburg,15,Total,Asthma,668,4235,15.8,14.6,17,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,98,Florida,15,Total,Asthma,NS,70,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,99,Foxborough,15,Total,Asthma,257,1906,13.5,11.8,15.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,100,Framingham,15,Total,Asthma,855,6643,12.9,12,13.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,101,Franklin,15,Total,Asthma,506,4278,11.8,10.8,12.9,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,102,Freetown,15,Total,Asthma,66,927,7.1,5.4,8.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,103,Gardner,15,Total,Asthma,357,1955,18.3,16.4,20.2,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,105,Georgetown,15,Total,Asthma,73,984,7.4,5.7,9.1,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,106,Gill,15,Total,Asthma,12,110,10.9,4.7,17.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,107,Gloucester,15,Total,Asthma,243,2203,11,9.6,12.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,108,Goshen,15,Total,Asthma,17,83,20.5,10.7,30.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,109,Gosnold,15,Total,Asthma,0,2,0,0,319.7,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,110,Grafton,15,Total,Asthma,244,2371,10.3,9,11.6,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,111,Granby,15,Total,Asthma,115,554,20.8,17,24.6,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,112,Granville,15,Total,Asthma,16,125,12.8,6.5,19.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,113,Great Barrington,15,Total,Asthma,50,622,8,5.8,10.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,114,Greenfield,15,Total,Asthma,189,1474,12.8,11,14.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,115,Groton,15,Total,Asthma,160,1416,11.3,9.5,13.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,116,Groveland,15,Total,Asthma,73,701,10.4,8,12.8,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,117,Hadley,15,Total,Asthma,87,452,19.2,15.2,23.3,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,118,Halifax,15,Total,Asthma,43,774,5.6,3.9,7.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,119,Hamilton,15,Total,Asthma,60,955,6.3,4.7,7.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
